review,rating,restaurant,type
Loved the New York Steak,5,Royal 35 Steakhouse,Steak house
Go hungry,5,Royal 35 Steakhouse,Steak house
Especially like the steak here.He has different maturityIt won't be noisy inside. ,5,Royal 35 Steakhouse,Steak house
Very nice porterhouse steaks dry ag535 days,5,Royal 35 Steakhouse,Steak house
This place is Divine. Our waiter was outstanding. We were treated divinely. Please have the lobster mac and cheese. The steak was awesome too. Look just go it is a romantic wonderland. Please go! You should make a reservation. I cannot say enough good things.,5,Royal 35 Steakhouse,Steak house
"So tasty, I couldn't stop until ate it all",5,Royal 35 Steakhouse,Steak house
I split the Porterhouse for 2 (but you can get it for even 3 or 4!!). Ordered it medium rare and it was cooked to perfection. The house-made steak sauce I only tried towards the end so as not to take away from the steak as it came out of ,5,Royal 35 Steakhouse,Steak house
The best fillet eaten in my life,5,Royal 35 Steakhouse,Steak house
Adam was very welcoming and friendly.   He made us feel like we were in his personal living room.  He chatted with me about the dry aged program which I appreciated.   The food was amazing.  I would highly recommend this steakhouse.  Thank you for the lovely experience!,5,Royal 35 Steakhouse,Steak house
"Strangely, something is quite similar to a Kin's steak, but it feels less deliciousThe servers were friendly and cheerful! I wanted to give you a tip ",3,Royal 35 Steakhouse,Steak house
perfect,5,Royal 35 Steakhouse,Steak house
"Delicious, special, excellent service, pleasant.",5,Royal 35 Steakhouse,Steak house
Remi was so awesome we came for a bday and loved every minute the service & the food was worth it the whole staff treated us like royalty and we really appreciate your hospitality please don't change!!!,5,Royal 35 Steakhouse,Steak house
The manager Adam is a tool. He. Blatantly lied to my face. Pretending  that a medium steak is. Medium rare.  The manager doesnt care about his customers. He likes to talk down to his customers. Doesnt appreciate we pay for an expensive ,1,Royal 35 Steakhouse,Steak house
Had a porterhouse steak and 2 recommended wines. Spinach cooked the meat and fits very well ryeoteum ,5,Royal 35 Steakhouse,Steak house
The scenery in this place is awesome! Very calm and relaxed but also a bit elegant!!!,3,Royal 35 Steakhouse,Steak house
"Meat spectacular although somewhat expensive for the pockets, but that is not in NY. Worth ",5,Royal 35 Steakhouse,Steak house
"Here I had the most delicious steak. The staff is friendly, excellent service, nice atmosphere. It seemed to me that the prices are a bit overpriced. But I think I'll be back here again.",4,Royal 35 Steakhouse,Steak house
"Friendly and not bad, but not very special",4,Royal 35 Steakhouse,Steak house
Wonderful vibes and very friendly service. The food was crisp and enchanting. Will definitely recommend this place to others. Reasonable rates and large portions. Good job.,5,Royal 35 Steakhouse,Steak house
Good food,4,Royal 35 Steakhouse,Steak house
The best...,5,Royal 35 Steakhouse,Steak house
"Great steak, excellent onion rings, very good service and good choice of wines",5,Royal 35 Steakhouse,Steak house
"Great food, amazing service. Will definitely be back!",5,Royal 35 Steakhouse,Steak house
Very pricy. The service was great. But for this price we would like some more inspiring design inside. The food was good and the wine also. Classic but not so much more.,3,Royal 35 Steakhouse,Steak house
Just great family dinner. Food & service A+.,5,Royal 35 Steakhouse,Steak house
Great aged steaks,5,Royal 35 Steakhouse,Steak house
Nice steak and good serive.,5,Royal 35 Steakhouse,Steak house
Great meal and very attentive service. We didn't have reservations and were sat right away. The dining room is very comfortable and well decorated. The bone-in ribeye was perfectly cooked and the side of fries and mac and cheese were delicious. The lemon cheese cake was also a must.,5,Royal 35 Steakhouse,Steak house
"This decor inside looks like Disneyland's haunted castle. The ribeye was huge and cooked just as requested. The sides were good, but the wine selection is smaller than experienced at most steakhouses. I can't remember our waiters name but he was fantastic and made the experience much more enjoyable.",4,Royal 35 Steakhouse,Steak house
I asked for the menu... the host gave me the menu and then left... I waited for 10 mins and he did not come back.,1,Royal 35 Steakhouse,Steak house
We had the best service and the best steak Ive ever tasted anywhere! I travel all across the country for work and I will return to this amazing dining experience!  This restaurant has a very professional wait staff and an inviting romantic atmosphere!!! Thank you for the comfy booth and ridiculously good food!,5,Royal 35 Steakhouse,Steak house
Excellent service and very affordable prices ... widely recommended ,4,Royal 35 Steakhouse,Steak house
Founded in 2017Aged meat steakAged with Hiyara Rock Salt. Aged for 35 days ,3,Royal 35 Steakhouse,Steak house
Great steaks. Good service will definitely go back  absolutely in one of my top 10 for New York City steakhouses Higher end place but someone out of the way from the busyness of Midtown near Penn Station it's far enough back that you feel like you're out of the mix,5,Royal 35 Steakhouse,Steak house
Bad food and high price.,2,Royal 35 Steakhouse,Steak house
Great service.,5,Bleecker Street Pizza,Pizza restaurant
Definitely a place you have to visit. The pizza is really that good.,5,Bleecker Street Pizza,Pizza restaurant
"Let me say this, 'I am a not fan of Pizza' rice is still my No.1. But everybody keep talking about this Pizza, the best pizza in NYC that they spent over thousand dollars to ship the cheese straight from Italy to America. And Yes! 100% that ",5,Bleecker Street Pizza,Pizza restaurant
Always the best slice in the village!!!,5,Bleecker Street Pizza,Pizza restaurant
"they weren't lying, really good pizza",5,Bleecker Street Pizza,Pizza restaurant
Good service.,5,Bleecker Street Pizza,Pizza restaurant
Nothing better than this place.,5,Bleecker Street Pizza,Pizza restaurant
It was my last night in NYC.  I was sitting in my hotel room reading pizza reviews looking for someplace close (that I havent tried) that was open at 1am.  I discovered that Bleecker Street Pizza was open until 2am.  I raced to the ,5,Bleecker Street Pizza,Pizza restaurant
 2018 ,5,Bleecker Street Pizza,Pizza restaurant
Very good pizza,4,Bleecker Street Pizza,Pizza restaurant
La mejor se NYLa atencion es genialMe encantVolvera siempre,5,Bleecker Street Pizza,Pizza restaurant
First time to New York and wanted to find the best Pizza place.  I tried out 3 places that were highly suggested.  This was hands down the best pizza Ive every had.  I now know I never knew what pizza was until I had their pizza.  The ,5,Bleecker Street Pizza,Pizza restaurant
Very fresh pizza. Remodeled with lots of seating.,5,Bleecker Street Pizza,Pizza restaurant
Excellent pizza!,5,Bleecker Street Pizza,Pizza restaurant
"The best place to buy a pizza in New York, and the price is fair.",5,Bleecker Street Pizza,Pizza restaurant
"Amazing Pizza! Worth the trip. The line was short but there is also indoor/outdoor dining. Pizza goes for 3-4$ a slice. Perfect for the end of a night in the city. Friendly staff and excellent location. No parking. Theres quite a bit of a variety in pizza, I tried the Sicilian and it was delicious. Nice cozy place in the west village!",5,Bleecker Street Pizza,Pizza restaurant
Overrated.  Very greasy. Nothing special.  There is much better pizza in New York.  Crust is meh.  Sorry bleeker st :/,3,Bleecker Street Pizza,Pizza restaurant
"Best pizza in NYC! Great prices, just be ready to tell them what you want",5,Bleecker Street Pizza,Pizza restaurant
"Best pizza I ever had.Fresh tomato chicken pizza tastes so unique, pizza crust is crispy, even kids love it. The sauce for garlic bread is full of tomato flavor.",5,Bleecker Street Pizza,Pizza restaurant
EXPERIENCE !!!,4,Bleecker Street Pizza,Pizza restaurant
"Small place ,few tables, service was great ,my slice of Pizza Out this world!! So Delicious!! Going back Again!!",5,Bleecker Street Pizza,Pizza restaurant
Nice,5,Bleecker Street Pizza,Pizza restaurant
3.5 starsthe magic of Bleecker Street Pizza might be waning but the pizzeria still serves ,3,Bleecker Street Pizza,Pizza restaurant
